statistics,player.id,player.name,player.firstname,player.lastname,player.age,player.birth.date,player.birth.place,player.birth.country,player.nationality,player.height,player.weight,player.injured,player.photo
"[{'team': {'id': 1193, 'name': 'Cuiaba', 'logo': 'https://media.api-sports.io/football/teams/1193.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Defender', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 0}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': None, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}}]",308476,Vitão,Vitor Hugo,Paes do Santo,21,2003-11-14,,Brazil,Brazil,,,False,https://media.api-sports.io/football/players/308476.png
"[{'team': {'id': 151, 'name': 'Goias', 'logo': 'https://media.api-sports.io/football/teams/151.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 1, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}, 'substitutes': {'in': 1, 'out': 0, 'bench': 3}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 3, 'key': None, 'accuracy': 1}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",357178,Vitor Hugo,Vitor Hugo,da Silva Gonçalves,20,2004-02-24,,Brazil,Brazil,,,False,https://media.api-sports.io/football/players/357178.png
"[{'team': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Goalkeeper', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 2}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 0}}]",363328,Léo Rosa,Leonardo,de Medeiros Guimarães Rosa,22,2002-05-05,Goiânia,Brazil,Brazil,187 cm,75 kg,False,https://media.api-sports.io/football/players/363328.png
"[{'team': {'id': 1062, 'name': 'Atletico-MG', 'logo': 'https://media.api-sports.io/football/teams/1062.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Defender', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 12}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",370879,Hiago,Hiago,Ribeiro Campelo,24,2000-03-04,,Brazil,Brazil,188 cm,,False,https://media.api-sports.io/football/players/370879.png
"[{'team': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 30, 'lineups': 18, 'minutes': 1712, 'number': None, 'position': 'Defender', 'rating': '6.673076', 'captain': False}, 'substitutes': {'in': 12, 'out': 5, 'bench': 18}, 'shots': {'total': 9, 'on': 4}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 637, 'key': 32, 'accuracy': 18}, 'tackles': {'total': 32, 'blocks': 2, 'interceptions': 14}, 'duels': {'total': 152, 'won': 68}, 'dribbles': {'attempts': 15, 'success': 7, 'past': None}, 'fouls': {'drawn': 13, 'committed': 26}, 'cards': {'yellow': 6, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",9865,Patric,Patric,Cabral Lalau,35,1989-03-25,Criciúma,Brazil,Brazil,172 cm,79 kg,False,https://media.api-sports.io/football/players/9865.png
"[{'team': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 18, 'lineups': 12, 'minutes': 1165, 'number': None, 'position': 'Midfielder', 'rating': '6.856250', 'captain': False}, 'substitutes': {'in': 6, 'out': 9, 'bench': 8}, 'shots': {'total': 6, 'on': 1}, 'goals': {'total': 0, 'conceded': 0, 'assists': 1, 'saves': None}, 'passes': {'total': 504, 'key': 10, 'accuracy': 28}, 'tackles': {'total': 30, 'blocks': 5, 'interceptions': 19}, 'duels': {'total': 103, 'won': 55}, 'dribbles': {'attempts': 6, 'success': 3, 'past': None}, 'fouls': {'drawn': 7, 'committed': 24}, 'cards': {'yellow': 5, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10034,Elton,Elton Junior,Melo Ataíde,34,1990-03-17,Teodoro Sampaio,Brazil,Brazil,180 cm,77 kg,False,https://media.api-sports.io/football/players/10034.png
"[{'team': {'id': 134, 'name': 'Atletico Paranaense', 'logo': 'https://media.api-sports.io/football/teams/134.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 11, 'lineups': 6, 'minutes': 473, 'number': None, 'position': 'Attacker', 'rating': '6.555555', 'captain': False}, 'substitutes': {'in': 5, 'out': 6, 'bench': 5}, 'shots': {'total': 2, 'on': 1}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 65, 'key': 3, 'accuracy': 5}, 'tackles': {'total': 5, 'blocks': None, 'interceptions': 3}, 'duels': {'total': 48, 'won': 17}, 'dribbles': {'attempts': 5, 'success': 1, 'past': None}, 'fouls': {'drawn': 4, 'committed': 5}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10142,Marcelo Cirino,Marcelo,Cirino da Silva,32,1992-01-22,Maringá,Brazil,Brazil,183 cm,79 kg,False,https://media.api-sports.io/football/players/10142.png
"[{'team': {'id': 152, 'name': 'Juventude', 'logo': 'https://media.api-sports.io/football/teams/152.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 22, 'lineups': 19, 'minutes': 1522, 'number': None, 'position': 'Midfielder', 'rating': '6.642857', 'captain': False}, 'substitutes': {'in': 3, 'out': 9, 'bench': 7}, 'shots': {'total': 13, 'on': 6}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 803, 'key': 14, 'accuracy': 32}, 'tackles': {'total': 29, 'blocks': 6, 'interceptions': 21}, 'duels': {'total': 156, 'won': 63}, 'dribbles': {'attempts': 12, 'success': 10, 'past': None}, 'fouls': {'drawn': 11, 'committed': 40}, 'cards': {'yellow': 6, 'yellowred': 0, 'red': 1}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10315,Yuri,Yuri,Oliveira Lima,30,1994-08-05,São Paulo,Brazil,Brazil,182 cm,78 kg,False,https://media.api-sports.io/football/players/10315.png
"[{'team': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 1, 'lineups': 0, 'minutes': 26, 'number': None, 'position': 'Attacker', 'rating': '6.300000', 'captain': False}, 'substitutes': {'in': 1, 'out': 0, 'bench': 4}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 4, 'key': None, 'accuracy': 2}, 'tackles': {'total': 2, 'blocks': None, 'interceptions': 2}, 'duels': {'total': 5, 'won': 2}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': 1}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10359,L. Barcía,Leandro,Barcía Montero,32,1992-10-08,Florida,Uruguay,Uruguay,173 cm,71 kg,False,https://media.api-sports.io/football/players/10359.png
"[{'team': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 9, 'lineups': 5, 'minutes': 537, 'number': None, 'position': 'Defender', 'rating': '6.677777', 'captain': False}, 'substitutes': {'in': 4, 'out': 0, 'bench': 12}, 'shots': {'total': 5, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 303, 'key': 1, 'accuracy': 33}, 'tackles': {'total': 5, 'blocks': 2, 'interceptions': 10}, 'duels': {'total': 41, 'won': 25}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 2, 'committed': 6}, 'cards': {'yellow': 1, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}, {'team': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 2, 'lineups': 1, 'minutes': 90, 'number': None, 'position': 'Defender', 'rating': '6.677777', 'captain': False}, 'substitutes': {'in': 1, 'out': 0, 'bench': 16}, 'shots': {'total': 5, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 303, 'key': 1, 'accuracy': 33}, 'tackles': {'total': 5, 'blocks': 2, 'interceptions': 10}, 'duels': {'total': 41, 'won': 25}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': 2, 'committed': 6}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10380,William Klaus,William,Klaus,30,1994-01-11,Dois Irmãos,Brazil,Brazil,187 cm,79 kg,False,https://media.api-sports.io/football/players/10380.png
"[{'team': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 6, 'lineups': 3, 'minutes': 291, 'number': None, 'position': 'Midfielder', 'rating': '6.783333', 'captain': False}, 'substitutes': {'in': 3, 'out': 3, 'bench': 7}, 'shots': {'total': 1, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 137, 'key': 3, 'accuracy': 21}, 'tackles': {'total': 12, 'blocks': 2, 'interceptions': 6}, 'duels': {'total': 50, 'won': 24}, 'dribbles': {'attempts': 13, 'success': 7, 'past': None}, 'fouls': {'drawn': 4, 'committed': 10}, 'cards': {'yellow': 3, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10394,Matheus Galdezani,Matheus,Galdezani,32,1992-03-13,Limeira,Brazil,Brazil,179 cm,73 kg,False,https://media.api-sports.io/football/players/10394.png
"[{'team': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 27, 'lineups': 27, 'minutes': 2430, 'number': None, 'position': 'Defender', 'rating': '6.656521', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 0}, 'shots': {'total': 5, 'on': 1}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 1042, 'key': 9, 'accuracy': 37}, 'tackles': {'total': 40, 'blocks': 8, 'interceptions': 9}, 'duels': {'total': 197, 'won': 111}, 'dribbles': {'attempts': 47, 'success': 31, 'past': None}, 'fouls': {'drawn': 23, 'committed': 17}, 'cards': {'yellow': 7, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",10480,Bruno Cortez,Bruno,Cortês Barbosa,37,1987-03-11,Rio de Janeiro,Brazil,Brazil,178 cm,80 kg,False,https://media.api-sports.io/football/players/10480.png
"[{'team': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 5, 'lineups': 5, 'minutes': 450, 'number': None, 'position': 'Goalkeeper', 'rating': '6.660000', 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 33}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 7, 'assists': None, 'saves': 11}, 'passes': {'total': 105, 'key': None, 'accuracy': 15}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': 5, 'won': 4}, 'dribbles': {'attempts': 1, 'success': 1, 'past': None}, 'fouls': {'drawn': 3, 'committed': None}, 'cards': {'yellow': 2, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': 2}}]",10511,Glédson,Glédson,Ribeiro dos Santos,41,1983-02-06,Almenara,Brazil,Brazil,192 cm,88 kg,False,https://media.api-sports.io/football/players/10511.png
"[{'team': {'id': 154, 'name': 'Fortaleza EC', 'logo': 'https://media.api-sports.io/football/teams/154.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 5}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",11840,Á. Henríquez,Ángelo José,Henríquez Iturra,30,1994-04-13,Santiago de Chile,Chile,Chile,180 cm,71 kg,False,https://media.api-sports.io/football/players/11840.png
"[{'team': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 3, 'lineups': 3, 'minutes': 164, 'number': None, 'position': 'Midfielder', 'rating': '6.800000', 'captain': False}, 'substitutes': {'in': 0, 'out': 2, 'bench': 1}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 1, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 64, 'key': None, 'accuracy': 30}, 'tackles': {'total': 2, 'blocks': 1, 'interceptions': None}, 'duels': {'total': 17, 'won': 8}, 'dribbles': {'attempts': 4, 'success': 4, 'past': None}, 'fouls': {'drawn': 1, 'committed': 2}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",12719,Paulinho,José Paulo,Bezzera Maciel Júnior,36,1988-07-25,São Paulo,Brazil,Brazil,181 cm,81 kg,False,https://media.api-sports.io/football/players/12719.png
"[{'team': {'id': 125, 'name': 'America Mineiro', 'logo': 'https://media.api-sports.io/football/teams/125.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 16, 'lineups': 2, 'minutes': 390, 'number': None, 'position': 'Midfielder', 'rating': '6.569230', 'captain': False}, 'substitutes': {'in': 14, 'out': 2, 'bench': 23}, 'shots': {'total': 4, 'on': 3}, 'goals': {'total': 1, 'conceded': 0, 'assists': 1, 'saves': None}, 'passes': {'total': 129, 'key': 5, 'accuracy': 7}, 'tackles': {'total': 7, 'blocks': None, 'interceptions': 5}, 'duels': {'total': 64, 'won': 30}, 'dribbles': {'attempts': 20, 'success': 11, 'past': None}, 'fouls': {'drawn': 9, 'committed': 10}, 'cards': {'yellow': 3, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",13302,J. Ramírez,Juan Pablo,Ramírez Velásquez,27,1997-11-23,Medellín,Colombia,Colombia,182 cm,80 kg,False,https://media.api-sports.io/football/players/13302.png
"[{'team': {'id': 131, 'name': 'Corinthians', 'logo': 'https://media.api-sports.io/football/teams/131.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 20, 'lineups': 18, 'minutes': 1682, 'number': None, 'position': 'Defender', 'rating': '6.946666', 'captain': False}, 'substitutes': {'in': 2, 'out': 0, 'bench': 10}, 'shots': {'total': 6, 'on': 3}, 'goals': {'total': 2, 'conceded': 0, 'assists': 1, 'saves': None}, 'passes': {'total': 778, 'key': 2, 'accuracy': 43}, 'tackles': {'total': 19, 'blocks': 6, 'interceptions': 27}, 'duels': {'total': 104, 'won': 61}, 'dribbles': {'attempts': 5, 'success': 3, 'past': None}, 'fouls': {'drawn': 13, 'committed': 15}, 'cards': {'yellow': 3, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",14390,Raul Gustavo,Raul Gustavo,Pereira Bicalho,25,1999-04-24,Pedro Leopoldo,Brazil,Brazil,,,False,https://media.api-sports.io/football/players/14390.png
"[{'team': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 16, 'lineups': 5, 'minutes': 471, 'number': None, 'position': 'Attacker', 'rating': '6.625000', 'captain': False}, 'substitutes': {'in': 11, 'out': 4, 'bench': 22}, 'shots': {'total': 5, 'on': 3}, 'goals': {'total': 2, 'conceded': 0, 'assists': 1, 'saves': None}, 'passes': {'total': 95, 'key': 5, 'accuracy': 5}, 'tackles': {'total': 2, 'blocks': None, 'interceptions': 1}, 'duels': {'total': 45, 'won': 17}, 'dribbles': {'attempts': 2, 'success': 1, 'past': None}, 'fouls': {'drawn': 7, 'committed': 2}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",16552,B. Angulo,Bryan Dennis,Angulo Tenorio,29,1995-11-30,Guayas,Ecuador,Ecuador,182 cm,80 kg,False,https://media.api-sports.io/football/players/16552.png
"[{'team': {'id': 128, 'name': 'Santos', 'logo': 'https://media.api-sports.io/football/teams/128.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Midfielder', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 0}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': None, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': None, 'missed': None, 'saved': None}}]",119779,Allanzinho,Allan Victor,Oliveira Mota,24,2000-04-04,Bertioga,Brazil,Brazil,175 cm,66 kg,False,https://media.api-sports.io/football/players/119779.png
"[{'team': {'id': 145, 'name': 'Avai', 'logo': 'https://media.api-sports.io/football/teams/145.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 7, 'lineups': 0, 'minutes': 90, 'number': None, 'position': 'Attacker', 'rating': '6.485714', 'captain': False}, 'substitutes': {'in': 7, 'out': 0, 'bench': 15}, 'shots': {'total': 1, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': 21, 'key': None, 'accuracy': 3}, 'tackles': {'total': 3, 'blocks': None, 'interceptions': None}, 'duels': {'total': 17, 'won': 8}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': 1}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",179577,Nathan Palafoz,Nathan,Palafoz de Sousa,25,1999-08-04,Rio de Janeiro,Brazil,Brazil,187 cm,83 kg,False,https://media.api-sports.io/football/players/179577.png
"[{'team': {'id': 120, 'name': 'Botafogo', 'logo': 'https://media.api-sports.io/football/teams/120.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 1, 'lineups': 0, 'minutes': 2, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}, 'substitutes': {'in': 1, 'out': 0, 'bench': 11}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",196312,Rikelmi,Rikelmi Valentim,dos Santos,23,2001-08-14,São Paulo,Brazil,Brazil,160 cm,63 kg,False,https://media.api-sports.io/football/players/196312.png
"[{'team': {'id': 144, 'name': 'Atletico Goianiense', 'logo': 'https://media.api-sports.io/football/teams/144.png'}, 'league': {'id': 71, 'name': 'Serie A', 'country': 'Brazil', 'logo': 'https://media.api-sports.io/football/leagues/71.png', 'flag': 'https://media.api-sports.io/flags/br.svg', 'season': 2022}, 'games': {'appearences': 0, 'lineups': 0, 'minutes': 0, 'number': None, 'position': 'Attacker', 'rating': None, 'captain': False}, 'substitutes': {'in': 0, 'out': 0, 'bench': 2}, 'shots': {'total': None, 'on': None}, 'goals': {'total': 0, 'conceded': 0, 'assists': None, 'saves': None}, 'passes': {'total': None, 'key': None, 'accuracy': None}, 'tackles': {'total': None, 'blocks': None, 'interceptions': None}, 'duels': {'total': None, 'won': None}, 'dribbles': {'attempts': None, 'success': None, 'past': None}, 'fouls': {'drawn': None, 'committed': None}, 'cards': {'yellow': 0, 'yellowred': 0, 'red': 0}, 'penalty': {'won': None, 'commited': None, 'scored': 0, 'missed': 0, 'saved': None}}]",306665,Jean Carlos,Jean Carlos,Albino Bonora,22,2002-11-13,São José do Rio Preto,Brazil,Brazil,178 cm,74 kg,False,https://media.api-sports.io/football/players/306665.png
